t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
5.600000,0.124287,0.990387,0.003597,0.129011,1,0.000022,0.388013,0.124052,1.331364,168.959246,0.730073,0.075414,2.491969,1.203372,0,6.948142,1,stable,0.039079,0.024885,1,1,0.001000,0.124052,1.331364
5.700000,0.024111,0.989817,0.003241,0.126108,2,0.000021,0.268633,0.121633,1.332175,177.283049,0.730598,0.105815,2.491969,-0.933992,0,6.666707,1,stable,0.039139,0.004673,1,1,0.001000,0.121633,1.332175
5.800000,0.201916,0.989924,-0.001975,0.114867,4,0.000022,0.533049,0.110801,1.334031,170.558189,0.731697,0.040913,2.491969,-1.193797,0,6.948142,1,stable,0.037560,0.040424,1,1,0.001000,0.110801,1.334031
5.900000,0.303995,0.990647,-0.004759,0.129370,4,0.000021,0.574911,0.124890,1.336938,173.403034,0.739077,0.072681,2.491969,2.644161,0,6.666707,1,stable,0.038952,0.060843,1,1,0.001000,0.124890,1.336938
6,0.061093,0.991674,-0.001341,0.124745,1,0.000022,0.482413,0.120336,1.340222,167.006917,0.729536,0.084317,2.491969,0.418620,0,6.310941,1,stable,0.041927,0.012110,1,1,0.001000,0.120336,1.340222
6.100000,-0.063067,0.992522,0.002447,0.122653,1,0.000022,0.275494,0.117157,1.343033,174.967987,0.731772,0.076553,2.424862,-0.924980,0,6.666707,1,stable,0.040810,-0.012692,1,1,0.001000,0.117157,1.343033
6.200000,0.025738,0.992728,0.000555,0.122844,1,0.000022,0.317144,0.118929,1.345483,166.606212,0.729661,0.079927,2.424862,-2.069193,0,6.948142,1,stable,0.037743,0.005097,1,1,0.001000,0.118929,1.345483
6.300000,-0.013201,0.992063,-0.000703,0.121419,2,0.000020,0.545201,0.117946,1.347566,168.114524,0.728881,0.076619,2.424862,0.416506,0,7.254386,1,stable,0.036268,-0.002769,1,1,0.001000,0.117946,1.347566
6.400000,-0.159635,0.990669,0.000150,0.120429,4,0.000020,0.248470,0.116743,1.348757,163.207847,0.731500,0.102881,2.424862,2.280561,0,7.465602,1,stable,0.034231,-0.032195,1,1,0.001000,0.116743,1.348757
6.500000,-0.016993,0.989045,-0.001685,0.111174,4,0.000020,0.586558,0.109250,1.349102,161.782551,0.730976,0.076124,2.424862,-2.967310,0,7.254386,1,stable,0.029914,-0.003511,1,1,0.001000,0.109250,1.349102
6.600000,0.049657,0.987842,-0.003441,0.122471,4,0.000020,0.511534,0.118906,1.349000,163.038106,0.738051,0.097030,2.358718,3.380887,0,7.465602,1,stable,0.028135,0.009922,1,1,0.001000,0.118906,1.349000
6.700000,-0.240337,0.987566,0.000475,0.118814,4,0.000020,0.299202,0.115724,1.348006,157.362285,0.736965,0.079773,2.358718,-0.750240,0,7.689487,1,stable,0.027531,-0.048203,1,1,0.001000,0.115724,1.348006
6.800000,-0.506179,0.988351,0.004125,0.123562,4,0.000020,0.463370,0.119173,1.345775,165.199535,0.808426,0.123797,2.358718,-2.123324,0,7.465602,1,stable,0.022254,-0.101543,1,1,0.001000,0.119173,1.345775
6.900000,-0.383111,0.989907,0.002536,0.115079,4,0.000020,0.571020,0.110840,1.342810,158.904479,0.810381,0.089663,2.358718,1.641685,0,7.254386,1,stable,0.012927,-0.076736,1,1,0.001000,0.110840,1.342810
7,-0.046237,0.991674,-0.000742,0.124984,4,0.000020,0.397269,0.120126,1.339925,167.010495,0.722921,0.039315,2.358718,1.076499,0,6.948142,1,stable,0.006073,-0.009245,1,1,0.001000,0.120126,1.339925
7.100000,0.271935,0.993071,-0.000192,0.132700,1,0.000020,0.308632,0.127753,1.337219,170.028660,0.707143,0.055130,2.300964,-1.737516,0,7.254386,1,stable,0.005021,0.054497,1,1,0.001000,0.127753,1.337219
7.200000,0.271705,0.993711,0.001923,0.128692,4,0.000020,0.228237,0.123778,1.334668,166.208043,0.690511,0.050921,2.300964,-0.886360,0,6.948142,1,stable,0.009179,0.054406,1,1,0.001000,0.123778,1.334668
7.300000,0.098131,0.993500,0.002702,0.130913,4,0.000020,0.297634,0.125717,1.332289,171.149090,0.691565,0.077698,2.300964,-0.803952,0,6.666707,1,stable,0.013121,0.019531,1,1,0.001000,0.125717,1.332289
7.400000,0.073233,0.992622,-0.000379,0.122840,4,0.000020,0.443350,0.118853,1.330618,172.260793,0.689379,0.074025,2.300964,0.693967,0,6.310941,1,stable,0.014045,0.014657,1,1,0.001000,0.118853,1.330618
7.500000,0.165096,0.991442,-0.003775,0.126535,4,0.000020,0.438937,0.122196,1.330224,168.449199,0.706351,0.099965,2.300964,1.457164,0,6.666707,1,stable,0.014529,0.033090,1,1,0.001000,0.122196,1.330224
7.600000,0.180736,0.990387,-0.003397,0.121773,1,0.000020,0.186521,0.117869,1.331009,167.481062,0.738445,0.091111,2.249002,-0.044133,0,6.310941,1,stable,0.016479,0.036180,1,1,0.001000,0.117869,1.331009
7.700000,0.076615,0.989817,-0.000087,0.121467,1,0.000020,0.256352,0.117756,1.332509,164.660960,0.724243,0.093024,2.249002,-2.524157,0,5.991222,1,stable,0.018582,0.015302,1,1,0.001000,0.117756,1.332509
7.800000,0.135223,0.989924,0.001503,0.122152,4,0.000020,0.314239,0.118439,1.334462,163.775521,0.729457,0.051254,2.249002,0.698302,0,6.310941,1,stable,0.018891,0.027056,1,1,0.001000,0.118439,1.334462
7.900000,0.259450,0.990647,-0.000327,0.130230,1,0.000020,0.306186,0.125477,1.337071,161.832243,0.747637,0.056601,2.249002,0.578868,0,5.991222,1,stable,0.020135,0.051991,1,1,0.001000,0.125477,1.337071
8,-0.052422,0.991674,-0.000403,0.128673,1,0.000020,0.236832,0.123956,1.339977,160.020912,0.724332,0.077595,2.249002,-0.080529,0,5.869629,1,stable,0.023335,-0.010512,1,1,0.001000,0.123956,1.339977
8.100000,-0.360944,0.992522,0.000714,0.127060,4,0.000020,0.393546,0.122092,1.342620,168.049214,0.748123,0.101896,2.201803,-0.693541,0,5.991222,1,stable,0.021318,-0.072470,1,1,0.001000,0.122092,1.342620
8.200000,-0.201395,0.992728,-0.001668,0.117830,4,0.000022,0.616964,0.114729,1.345229,161.692627,0.708603,0.080678,2.201803,1.567143,0,5.869629,1,stable,0.014389,-0.040442,1,1,0.001000,0.114729,1.345229
8.300000,-0.080290,0.992063,-0.002596,0.123280,4,0.000021,0.430865,0.119643,1.347905,171.643113,0.676645,0.115618,2.201803,2.234185,0,5.752874,1,stable,0.010398,-0.016150,1,1,0.001000,0.119643,1.347905
8.400000,-0.291487,0.990669,0.002806,0.117922,4,0.000021,0.391994,0.114482,1.349551,163.826680,0.688817,0.077949,2.201803,-1.860996,0,5.869629,1,stable,0.008571,-0.058414,1,1,0.001000,0.114482,1.349551
8.500000,-0.260788,0.989045,0.005490,0.125068,2,0.000021,0.280836,0.121251,1.349586,167.534282,0.698871,0.055633,2.201803,-0.388706,0,5.752874,1,stable,0.003417,-0.052216,1,1,0.001000,0.121251,1.349586
8.600000,0.056307,0.987842,0.000939,0.129636,1,0.000021,0.228777,0.125020,1.348801,162.306057,0.623598,0.066720,2.158390,-1.111580,0,5.169650,1,stable,-0.000978,0.011263,1,1,0.001000,0.125020,1.348801
8.700000,0.250682,0.987566,-0.001563,0.129520,3,0.000021,0.132958,0.124295,1.347435,166.909299,0.645180,0.064149,2.158390,-0.520596,0,5.752874,1,stable,-0.000018,0.050238,1,1,0.001000,0.124295,1.347435
8.800000,0.221472,0.988351,-0.000838,0.129179,3,0.000022,0.169721,0.124186,1.345355,161.970884,0.644014,0.070890,2.158390,-0.958187,0,5.169650,1,stable,0.004047,0.044340,1,1,0.001000,0.124186,1.345355
8.900000,0.158821,0.989907,-0.000825,0.129924,4,0.000021,0.145601,0.124861,1.342632,163.659497,0.644728,0.088626,2.158390,0.367627,0,4.693795,1,stable,0.007432,0.031699,1,1,0.001000,0.124861,1.342632
9,0.159670,0.991674,-0.002165,0.124818,4,0.000021,0.327007,0.120316,1.339728,161.344744,0.647371,0.056307,2.158390,-0.241194,0,4.622154,1,stable,0.009625,0.031973,1,1,0.001000,0.120316,1.339728
9.100000,0.146356,0.993071,-0.002540,0.130466,4,0.000021,0.322776,0.125954,1.337005,159.492357,0.645688,0.092427,2.117799,1.814055,0,4.552667,1,stable,0.011730,0.029328,1,1,0.001000,0.125954,1.337005
9.200000,0.058870,0.993711,-0.000595,0.123388,4,0.000021,0.292915,0.119535,1.334580,157.646272,0.666418,0.099541,2.117799,-0.042309,0,4.547404,1,stable,0.013516,0.011764,1,1,0.001000,0.119535,1.334580
9.300000,-0.030312,0.993500,0.001461,0.122051,3,0.000021,0.141672,0.118000,1.332476,156.260072,0.672171,0.069118,2.117799,-0.298612,0,4.552667,1,stable,0.013792,-0.006025,1,1,0.001000,0.118000,1.332476
9.400000,-0.002448,0.992622,0.001190,0.127391,4,0.000021,0.240568,0.123275,1.331014,154.499003,0.669245,0.072795,2.117799,-1.512422,0,4.622154,1,stable,0.012615,-0.000553,1,1,0.001000,0.123275,1.331014
9.500000,0.276547,0.991442,-0.000493,0.123634,4,0.000021,0.327805,0.120097,1.330452,153.564980,0.666049,0.080691,2.117799,0.988960,0,4.693795,1,stable,0.011939,0.055431,1,1,0.001000,0.120097,1.330452
9.600000,0.426883,0.990387,-0.001813,0.130807,4,0.000022,0.397250,0.125975,1.331086,156.796223,0.664202,0.101535,2.079491,0.872366,0,4.622154,1,stable,0.015827,0.085594,1,1,0.017293,0.125975,1.331086
9.700000,0.066471,0.989817,-0.000028,0.130430,4,0.000024,0.344408,0.125814,1.332587,153.170958,0.678187,0.042226,2.079491,0.694453,0,4.552667,1,stable,0.021960,0.013284,1,1,0.037621,0.125814,1.332587
9.800000,-0.401117,0.989924,0.002065,0.145522,4,0.000023,0.505257,0.139745,1.334402,167.745776,0.676311,0.102423,2.079491,-0.528422,0,4.622154,1,stable,0.021937,-0.080486,1,1,0.058247,0.139745,1.334402
9.900000,-0.309559,0.990647,-0.000236,0.137982,4,0.000021,0.348076,0.132807,1.336790,164.698334,0.664852,0.092202,2.079491,1.608494,0,4.552667,1,stable,0.014329,-0.062140,1,1,0.079073,0.132807,1.336790
10,-0.034831,0.991674,-0.002319,0.140060,4,0.000022,0.733205,0.136106,1.340184,174.051566,0.621404,0.111113,2.079491,-1.571812,0,4.547404,1,stable,0.008585,-0.007108,1,1,0.100000,0.136106,1.340184
10.100000,-0.124749,0.992522,0.002127,0.137292,1,0.000022,0.401068,0.134571,1.343340,173.172624,0.602246,0.097632,2.043417,3.851286,0,4.552667,1,stable,0.007581,-0.025152,1,1,0.120927,0.134571,1.343340
10.200000,0.052027,0.992728,0.004561,0.146352,1,0.000020,0.298385,0.142611,1.345343,172.484830,0.606201,0.080392,2.043417,-3.321372,0,4.547404,1,stable,0.005167,0.010425,1,1,0.141753,0.142611,1.345343
10.300000,0.237568,0.992063,-0.000612,0.157365,4,0.000020,0.550584,0.152578,1.347181,168.122541,0.656487,0.128060,2.043417,-1.026826,0,4.552667,1,stable,0.005752,0.047793,1,1,0.162379,0.152578,1.347181
10.400000,0.040464,0.990669,-0.002736,0.153560,4,0.000022,0.540577,0.147871,1.348555,165.324373,0.641934,0.055026,2.043417,2.521987,0,4.547404,1,stable,0.009331,0.008091,1,1,0.182707,0.147871,1.348555
10.500000,-0.062609,0.989045,-0.001526,0.176314,4,0.000020,0.639580,0.169433,1.348853,170.170945,0.641860,0.090867,2.043417,-0.100064,0,4.552667,1,stable,0.009519,-0.012776,1,1,0.202643,0.169433,1.348853
10.600000,0.204373,0.987842,-0.003375,0.167733,4,0.000020,0.440297,0.162385,1.348675,164.829298,0.623716,0.106808,2.007658,0.990025,0,4.622154,1,stable,0.008009,0.040923,1,1,0.222096,0.162385,1.348675
10.700000,0.339060,0.987566,-0.002676,0.166832,4,0.000021,0.777387,0.161514,1.348255,170.198523,0.636102,0.130643,2.007658,-1.992823,0,4.552667,1,transitoire,0.010919,0.068217,1,1,0.240981,0.161514,1.348255
10.800000,0.051684,0.988351,0.003307,0.161474,4,0.000021,0.577981,0.157948,1.346485,164.848573,0.620323,0.078470,2.007658,3.370898,0,4.547404,1,stable,0.015892,0.010472,1,1,0.259218,0.157948,1.346485
10.900000,-0.169278,0.989907,0.005610,0.184529,4,0.000021,0.606966,0.179120,1.343253,172.875795,0.657178,0.126738,2.007658,-1.994063,0,4.552667,1,stable,0.015945,-0.034057,1,1,0.276734,0.179120,1.343253
11,-0.015808,0.991674,0.001311,0.175785,4,0.000021,0.529872,0.169993,1.339634,167.214057,0.711080,0.140235,2.007658,0.289851,0,4.547404,1,chronique,0.012392,-0.003104,1,1,0.293459,0.169993,1.339634
11.100000,0.262343,0.993071,-0.003962,0.176857,1,0.000021,0.428339,0.171619,1.336378,172.064032,0.707462,0.093146,1.973144,-0.770943,0,4.552667,1,stable,0.011522,0.052778,1,1,0.309334,0.171619,1.336378
11.200000,0.623533,0.993711,-0.004831,0.191195,4,0.000021,0.396944,0.184944,1.334131,171.110925,0.700540,0.143592,1.973144,-1.015325,0,4.547404,1,stable,0.015215,0.125368,1,1,0.324303,0.184944,1.334131
11.300000,0.481396,0.993500,-0.001857,0.179960,4,0.000021,0.660064,0.174497,1.333009,170.445538,0.688375,0.093100,1.973144,-0.313955,0,5.016866,1,stable,0.024597,0.096546,1,1,0.338318,0.174497,1.333009
11.400000,-0.000536,0.992622,0.003180,0.201483,4,0.000021,0.563192,0.194381,1.331850,178.872530,0.678770,0.079345,1.973144,2.631202,0,5.007569,1,stable,0.031177,-0.000198,1,1,0.351335,0.194381,1.331850
11.500000,-0.334449,0.991442,0.003105,0.204446,3,0.000021,0.388139,0.198254,1.330820,185.774577,0.677016,0.115763,1.973144,-0.968719,0,5.016866,1,stable,0.029603,-0.067547,1,1,0.363320,0.198254,1.330820
11.600000,-0.156613,0.990387,0.000370,0.192508,4,0.000021,0.499418,0.185092,1.330769,180.574428,0.664497,0.114312,1.941444,-1.750527,0,5.007569,1,stable,0.022658,-0.031595,1,1,0.374240,0.185092,1.330769
11.700000,0.171684,0.989817,-0.002135,0.204831,4,0.000021,0.663957,0.196563,1.332265,192.647928,0.642914,0.120811,1.941444,1.112787,0,4.998307,1,stable,0.018969,0.034698,1,1,0.384069,0.196563,1.332265
11.800000,0.134945,0.989924,-0.000300,0.193519,4,0.000021,1.022744,0.188091,1.334672,191.403388,0.691292,0.168657,1.941444,1.645383,0,4.989962,1,transitoire,0.020828,0.026839,1,1,0.392784,0.188091,1.334672
